-0.315815	0.186953	0.277021	-0.151662	-0.245775	0.265503	0.142671	-0.060208	0.134466	0.081386	0.342615	-0.098687	0.117246	0.036773	0.061254	-0.065274	0.470685	0.085572	0.100775	0.098474	-0.180695	0.132140	-0.082970	0.242352	0.114645	-0.007899	0.003460	0.189738	-0.063445	0.228051	-0.084099	0.135051	0.041212	-0.109202	-0.037730	0.019532	-0.123136	-0.081099	0.150669	-0.070169	0.025103	0.139324	-0.160483	0.150450	-0.040147	0.051671	0.189291	-0.067470	-0.063805	0.026349	-0.341902	-0.156074	0.084347	0.087809	-0.192747	-0.006339	0.111524	-0.042115	0.051929	-0.047366	-0.101629	0.004976	-0.128525	0.203580	-0.100827	0.121532	0.018945	-0.220348	-0.011088	-0.109335	0.101611	0.130974	0.196967	0.122539	0.126318	0.100561	0.074673	0.159712	0.078312	0.057435	-0.138292	0.114947	0.032300	0.001725	0.186451	-0.097163	0.211348	-0.018513	0.028806	0.069924	-0.018171	-0.007232	0.198035	-0.217266	-0.090871	-0.131839	0.051206	-0.110000	-0.088554	-0.122733	-0.210461	-0.185218	0.266354	-0.098663	-0.125947
0.241556	0.199246	-0.122243	-0.009145	0.060093	0.117848	0.025748	0.381698	0.151293	0.072027	-0.523517	-0.155990	0.029659	-0.118661	0.134035	-0.278445	-0.109223	-0.276926	0.094762	-0.146756	0.120714	-0.190013	0.067211	-0.182375	0.025516	-0.537373	0.033416	-0.221245	-0.292789	-0.140958	-0.028937	0.066896	0.180794	-0.026592	0.004587	-0.033758	-0.111571	-0.355743	-0.007929	-0.251123	-0.027348	-0.093031	-0.098011	0.091066	-0.137095	0.051558	-0.050676	-0.155344	-0.110026	-0.060456	-0.147405	0.067775	-0.043050	-0.056549	0.114424	-0.120258	-0.142728	0.066433	0.142385	0.089102	0.018698	0.168564	-0.091436	0.047952	-0.259413	-0.150595	0.215684	0.091825	-0.185205	-0.137253	-0.115646	0.018777	0.219644	0.217139	-0.026090	-0.213409	0.058183	-0.103341	0.005847	-0.149994	-0.145456	0.058817	-0.218325	0.212853	0.209951	0.028614	0.254471	0.087238	0.025312	0.217721	-0.093923	-0.093881	0.083079	-0.177290	0.122507	-0.069262	-0.109951	0.287358	-0.132405	-0.145203	0.073788	0.048840	-0.204105	0.190886	-0.093256
0.059741	0.162086	0.192431	0.038996	0.080797	0.012635	0.077982	-0.022540	0.271341	-0.049418	0.047002	0.045597	0.207824	-0.061421	-0.144966	0.147236	0.061995	-0.027704	0.046763	-0.150502	0.162028	-0.076622	-0.119475	-0.645285	-0.012702	0.131361	0.104419	-0.223810	-0.108234	0.041880	0.143859	0.202230	0.227821	0.039902	-0.076204	0.018172	0.000018	-0.011437	-0.423158	0.043446	0.076707	-0.128818	0.173972	-0.135026	-0.086644	-0.000910	-0.064350	-0.134358	0.109834	-0.054740	-0.120486	0.212279	0.063828	0.054602	-0.073133	0.097348	-0.464588	0.157631	0.085533	0.145257	-0.151904	-0.013633	0.136481	0.102337	-0.113015	0.027552	0.029976	0.119699	-0.094005	-0.154619	0.192402	-0.185008	0.180538	0.123846	-0.053956	-0.410250	0.012771	0.062636	0.214484	-0.021646	-0.033080	0.052964	-0.280310	-0.235721	-0.058848	-0.022860	-0.215643	0.266917	-0.087211	0.040178	0.022360	0.063581	-0.056788	-0.063269	0.100451	0.139555	-0.121600	0.026056	-0.096488	0.386467	0.062768	0.101875	-0.279555	-0.214786	-0.202011
-0.143687	-0.143258	-0.133868	0.017693	0.132143	0.001125	0.092400	-0.121018	0.098358	-0.005679	0.124089	0.006865	-0.123261	-0.150537	-0.145301	0.149161	-0.020825	-0.045304	-0.024130	0.092711	-0.032986	-0.139499	-0.156451	0.085461	0.148769	-0.008202	0.023000	-0.133899	-0.019219	-0.055786	-0.066251	-0.070979	0.002945	0.052172	0.074476	0.087734	0.116661	-0.006334	0.066402	-0.168930	0.096229	-0.060057	0.008502	0.064572	-0.009371	0.074806	-0.051212	-0.114162	-0.069439	0.054799	0.117976	0.156545	0.061721	0.129932	-0.050155	0.060447	0.141103	-0.058871	0.111066	-0.068496	0.140607	-0.073134	-0.051091	0.013728	-0.023757	0.022613	-0.127371	0.129248	0.001351	0.031383	-0.151327	0.091428	-0.160324	-0.158747	-0.120081	-0.146317	0.006202	0.124982	-0.065046	-0.053707	0.080065	-0.055352	0.011748	-0.008018	0.172841	0.126949	0.009225	0.007075	-0.083535	-0.033594	0.094338	0.030813	-0.089994	-0.121789	0.132325	0.029043	-0.038122	-0.016643	0.143269	0.124974	-0.087684	0.061633	-0.099281	-0.008476	0.023992
-0.173448	0.124152	-0.125588	0.067938	0.033923	0.145910	-0.110335	0.318268	-0.033656	0.179551	-0.231401	-0.217274	0.255500	-0.011895	-0.093214	-0.028378	0.230063	0.138326	-0.153275	-0.047670	0.140764	-0.142059	0.242433	0.275786	0.017234	0.197053	0.009899	-0.034776	-0.091319	-0.101531	0.014825	-0.042124	0.009108	-0.082103	-0.050278	0.269550	0.172374	-0.020340	-0.316748	0.214064	0.180121	0.031194	0.040157	0.025321	0.077961	0.008231	-0.026287	-0.011071	-0.167512	-0.175108	0.214716	-0.114077	0.164843	-0.067949	0.005659	0.043327	-0.071873	0.228360	-0.003293	0.206943	-0.072318	0.117043	0.070519	0.078786	0.116906	0.044777	-0.002913	-0.001121	0.149010	-0.146913	0.002167	0.121609	0.194683	-0.054937	0.172916	-0.054870	-0.107063	0.017655	0.010085	0.062213	0.031861	-0.185843	-0.051245	0.015480	0.160199	-0.165267	0.061980	-0.231618	0.042727	-0.055771	-0.072942	0.003087	0.118336	-0.149894	0.064856	0.121460	-0.111262	-0.101803	0.044902	0.014077	0.281024	-0.090034	0.086950	-0.021042	0.076017
0.052499	0.116314	-0.027000	-0.018597	-0.192641	-0.271283	0.059385	-0.210206	0.054288	-0.119837	-0.113977	-0.239258	-0.234605	0.137531	-0.106472	-0.116176	-0.120209	0.127637	0.157073	-0.045718	-0.011210	0.131380	0.184924	0.276676	-0.090986	-0.106468	-0.054937	0.073823	-0.174215	0.139650	-0.164339	-0.060587	-0.133873	0.023645	0.008577	0.324812	-0.095178	-0.084167	0.261288	-0.038716	-0.057337	-0.150390	0.236162	0.118367	-0.092383	0.030810	0.126400	-0.056004	0.095835	0.094227	0.083939	0.257162	0.081625	0.068240	-0.018226	0.241233	0.503883	0.017416	-0.046799	-0.036577	0.156900	-0.068668	0.144277	0.157453	0.131995	0.054057	-0.176460	0.196676	0.125651	0.276349	0.157992	-0.168002	-0.106324	-0.133350	-0.149571	0.227236	-0.002202	0.099270	0.162876	-0.047786	-0.138019	-0.007812	-0.010061	-0.271749	0.062965	0.115597	0.096283	-0.092661	0.092110	0.040438	-0.005229	-0.048969	-0.140706	0.066196	0.047212	-0.171396	0.098489	-0.263028	-0.137602	-0.017415	0.127603	-0.249482	0.080463	0.054515	-0.083952
-0.289200	-0.103771	0.169157	-0.156734	-0.139872	0.154015	-0.064941	0.260668	0.016449	-0.102286	0.081937	0.157821	0.172371	0.131911	-0.068099	0.096043	0.208511	0.070718	0.028072	-0.083948	-0.236331	-0.039857	-0.064375	0.129850	0.063821	0.283145	0.028370	-0.125967	0.008893	0.169889	-0.338959	-0.135363	-0.533434	0.076598	0.202345	-0.050886	-0.034917	-0.070953	0.145941	-0.045990	0.105539	-0.119446	0.131081	0.009268	0.123087	-0.050693	-0.029723	0.125484	0.060373	0.158409	-0.171792	0.024030	-0.100429	-0.133915	0.068584	-0.276066	-0.026058	-0.022496	0.169883	-0.123972	-0.238942	0.140339	0.106509	0.173024	-0.039741	0.040093	0.169765	-0.082681	-0.034214	-0.293833	0.101518	-0.155488	-0.108876	-0.030751	-0.253132	-0.136673	-0.063514	0.121186	0.020603	-0.025751	0.017589	-0.125062	-0.229130	-0.061471	-0.180300	-0.169960	-0.180955	0.074392	-0.033407	0.130700	-0.073797	0.173206	-0.075127	-0.143024	-0.061467	-0.023174	0.125902	0.198299	0.061269	-0.144940	0.094000	0.012866	-0.191490	-0.080201	-0.221765
0.097980	0.231773	0.144981	0.087582	0.221533	0.225316	0.066631	-0.153130	0.041028	0.114950	-0.158597	-0.288763	-0.348206	-0.051653	-0.132047	-0.044654	0.114844	0.031542	-0.144899	-0.067723	-0.012297	0.311379	-0.028825	-0.010448	-0.091994	0.076573	0.227485	0.078971	0.398005	-0.152845	-0.015686	-0.001142	-0.017609	-0.009934	-0.026578	-0.014148	0.142574	-0.138488	0.210529	0.091175	0.046983	0.084941	-0.113724	-0.216837	0.041672	-0.067102	-0.044654	0.033265	0.025547	0.035987	0.310043	0.179604	0.052984	0.035358	-0.090348	0.180174	-0.063438	0.074960	-0.124203	-0.088166	0.263988	-0.195365	0.124653	0.162699	0.242580	0.181813	0.204462	0.199427	-0.082311	-0.112412	0.162300	0.054138	0.077501	-0.047720	0.204517	0.105349	0.039806	-0.011081	0.115651	-0.103540	-0.062541	-0.145113	0.039706	-0.230739	0.025801	-0.016415	-0.215683	0.213349	0.070196	0.225676	-0.108359	0.196027	-0.208870	-0.157381	-0.189227	-0.047566	-0.116411	0.229384	0.077789	-0.150818	-0.133197	-0.054266	0.215717	-0.166657	0.138294
0.319806	0.195717	0.079802	-0.170874	0.244462	-0.008198	-0.070198	0.234621	-0.141170	0.160269	-0.066001	0.249390	0.429454	0.159832	-0.062370	-0.024284	-0.082618	-0.169151	0.082831	0.112849	0.207692	-0.015063	-0.160213	-0.196935	0.065486	0.246007	0.147431	-0.126691	0.118454	-0.095194	-0.185341	0.011204	0.124532	-0.031548	-0.055817	-0.037367	0.225965	0.001557	0.217503	0.097386	0.182656	-0.111309	-0.014051	-0.074385	-0.006942	0.143153	-0.011518	0.071800	-0.054192	-0.143623	0.504033	0.216372	0.028085	0.119382	-0.140635	0.080580	-0.102315	0.350746	0.018357	-0.146533	0.020969	-0.148694	-0.133259	-0.089499	0.220376	0.073832	-0.180377	-0.067437	0.005475	-0.375543	0.068279	0.027287	0.050021	-0.129057	-0.272547	0.395553	0.106855	0.221304	0.084649	0.130993	-0.152069	0.070272	-0.043858	-0.099206	-0.021660	-0.087858	-0.013758	0.211023	-0.070214	0.265345	0.037036	0.060752	-0.048582	0.098677	0.061042	0.116986	0.167659	-0.277335	-0.156036	0.277696	-0.032141	0.049273	-0.343297	0.094758	0.201880
0.157030	0.063758	0.144978	0.097333	0.031821	0.212398	-0.138004	-0.256778	0.140319	0.001891	-0.064029	0.053329	-0.269296	-0.139142	0.095642	0.077177	-0.030461	0.026039	-0.121568	-0.081548	0.128015	-0.152282	0.214944	0.233670	0.018960	-0.134633	-0.020296	0.016977	0.190566	-0.150967	0.191197	0.103294	0.295027	0.092784	-0.048326	0.012829	-0.005492	-0.001027	0.009743	-0.106656	0.146926	0.034749	0.012507	-0.272315	-0.001912	0.123658	0.334453	-0.037835	-0.029043	-0.004943	-0.130429	-0.046494	0.057877	-0.166804	0.147634	-0.020133	0.283259	-0.316506	-0.340278	-0.007769	-0.185256	-0.145273	-0.020223	0.043961	-0.018649	0.213344	-0.148061	-0.031685	0.001609	-0.101522	0.126611	0.200411	-0.110846	0.161444	0.072307	-0.286590	0.193171	0.011376	-0.225922	-0.033882	0.063598	0.012393	-0.091307	0.037443	-0.185864	-0.142421	0.184092	-0.142224	-0.017904	-0.280837	-0.118008	-0.003323	-0.086931	0.133865	0.171229	0.079362	-0.070371	0.095709	0.014450	-0.139197	-0.110872	-0.205316	0.274022	-0.180566	0.113752
