-0.280417	0.135812	0.098967	-0.512068	-0.221830	0.347182	-0.043224	-0.050109	-0.013247	-0.066914	0.404333	-0.068222	-0.049130	0.252009	0.142102	0.190267	0.314505	0.054815	0.042972
0.180738	-0.224585	0.081452	0.088697	0.509579	0.270276	0.072274	-0.005720	0.065591	-0.238033	-0.097785	-0.141458	0.021333	0.413775	-0.201736	-0.291827	0.222562	-0.141517	0.007904
-0.107874	-0.056117	-0.091612	0.259198	-0.539960	0.334353	-0.052316	-0.002490	0.125981	0.000654	0.214911	-0.027772	-0.083294	-0.236756	0.066797	0.421176	-0.078259	-0.002309	0.045963
0.153837	0.008300	-0.089637	-0.122883	0.086043	-0.425310	0.137435	-0.094343	-0.009956	0.120488	-0.103772	-0.045217	-0.050668	0.105856	-0.019995	0.200728	0.149057	0.038022	0.032301
0.118348	0.012055	0.066441	0.706897	-0.561202	-0.098155	-0.000776	-0.172580	0.069613	-0.282534	0.366183	-0.036589	-0.035031	0.181848	-0.058400	-0.155901	0.353139	-0.169217	0.073324
-0.101176	-0.006777	-0.039191	-0.453018	-0.154868	-0.189136	0.012245	0.083085	-0.127492	-0.181691	0.171816	0.121503	-0.035770	0.269932	0.058672	0.272705	-0.085970	0.142952	0.260349
0.133244	-0.142731	-0.080894	0.108617	-0.203547	0.409018	0.001590	-0.098838	-0.143644	0.268940	0.050435	0.109483	-0.052963	-0.196193	-0.074414	-0.013626	-0.284140	0.012303	-0.170368
-0.282406	-0.118674	-0.057533	0.313321	0.078568	0.078427	-0.038091	0.000875	-0.001262	-0.121912	-0.019163	-0.082407	-0.023190	-0.073917	0.059095	0.085314	-0.125368	0.020846	-0.025207
0.182860	-0.194058	-0.183682	-0.124663	0.408609	0.230566	-0.300821	0.111691	-0.030950	0.173658	0.027669	0.029934	0.120905	-0.254906	0.040599	-0.168653	-0.283786	-0.179266	-0.250411
0.261138	0.087310	-0.099019	-0.528386	-0.122381	0.098002	0.434162	0.128765	0.024006	-0.089739	-0.056111	-0.095988	0.052130	-0.164000	-0.130316	0.496203	-0.238862	0.050933	0.038110
0.319445	0.084152	0.104738	0.404365	0.214782	-0.498614	0.113544	-0.085700	-0.128075	0.571542	-0.060306	-0.169112	0.121008	-0.572453	-0.102365	0.258919	-0.227454	-0.106040	-0.028992
-0.268841	-0.015896	0.119386	0.191669	0.132061	0.159101	0.129327	0.119753	-0.154527	0.201623	-0.104049	0.082915	0.063743	0.073473	0.002815	-0.253542	0.159781	-0.056360	0.055250
0.048302	-0.137955	0.138778	0.063755	0.040674	-0.296647	-0.093939	-0.028628	0.117405	-0.036515	-0.133741	0.053165	0.155432	0.168455	0.095316	0.279125	0.079802	0.062053	0.055160
0.234252	-0.203921	-0.014131	0.428953	-0.350475	0.542490	-0.359733	-0.058709	-0.056318	-0.181577	-0.268338	-0.046372	-0.124721	-0.215151	0.065359	0.361916	0.303230	-0.010233	-0.101407
-0.202514	0.022605	0.078508	0.221619	-0.159743	-0.240262	0.135219	0.004914	-0.096857	-0.001440	-0.001122	0.022911	-0.021832	-0.004445	0.112399	-0.074237	0.164412	0.127016	0.021369
-0.176650	-0.141463	-0.036687	0.465924	0.152177	-0.240077	0.298682	-0.269132	-0.183068	-0.234297	0.048836	-0.264504	0.283898	-0.238430	-0.112457	0.122725	0.306381	-0.163919	-0.068961
0.438915	0.045518	-0.189830	0.462236	-0.410618	0.542937	-0.103613	-0.106301	-0.214241	-0.250290	-0.280594	-0.221056	-0.229764	-0.361199	-0.080209	0.694449	-0.023904	0.005941	-0.390061
0.221718	-0.033096	0.075122	0.447352	-0.469542	-0.077639	-0.295450	0.094109	-0.067204	-0.142207	-0.099752	0.030867	-0.094475	-0.389585	-0.215823	0.379038	0.731934	-0.061754	-0.115795
-0.866760	-0.040948	-0.071371	0.077610	0.097033	0.041375	-0.028565	0.052915	0.063847	0.048342	0.061516	0.033825	-0.171763	0.250704	-0.071300	-0.059473	0.321033	-0.020141	0.355164
-0.084872	-0.166664	-0.107546	0.139913	0.467283	0.579796	0.045964	0.049803	-0.109108	0.177467	0.088220	-0.147021	0.065959	-0.101596	0.043163	-0.300941	-0.109522	-0.033248	-0.088563
0.198150	-0.151339	0.087841	0.320491	0.426629	-0.450944	0.282948	-0.188310	-0.185022	-0.024364	-0.288079	-0.041841	0.161543	-0.101926	-0.094503	0.093004	-0.394068	-0.027901	-0.114564
0.158038	0.066060	-0.033123	0.180920	0.058383	-0.137387	0.414420	-0.032614	-0.115612	-0.106172	0.275259	-0.051856	-0.032385	-0.209314	0.063766	0.453769	-0.305978	0.025834	-0.237190
0.282349	-0.043666	-0.138942	0.131101	-0.181882	-0.067066	0.150821	-0.020776	-0.165552	0.138005	0.283488	-0.056348	0.007646	-0.230066	0.018524	-0.078289	-0.011931	-0.109760	0.061042
0.277404	-0.268034	-0.132627	0.434207	-0.503808	0.652028	0.394947	-0.132061	-0.064452	-0.171267	-0.278267	-0.318414	-0.271400	0.304773	-0.175435	-0.152569	-0.228932	-0.125255	0.380838
0.321265	-0.073713	-0.226067	0.303965	0.516709	0.264531	0.345768	-0.053907	-0.023295	-0.239228	0.255267	-0.133637	-0.192365	-0.265705	-0.028409	-0.670507	0.507404	-0.093083	-0.136398
0.252381	-0.025815	0.150571	0.243917	0.217972	-0.192942	0.017992	0.061692	0.084526	0.145149	0.039579	-0.015510	-0.084434	-0.132763	-0.096127	-0.155294	-0.005783	0.139912	-0.109478
0.160436	-0.073550	-0.046882	0.073927	0.169580	0.347206	-0.029791	-0.143971	-0.138280	0.051860	0.001444	-0.172850	0.075379	-0.148202	0.037929	-0.407628	-0.208320	-0.034427	0.232412
-0.723063	-0.098372	0.022949	-0.211045	0.476353	-0.054218	-0.217461	0.080264	-0.052886	0.223480	0.075549	-0.006724	0.169346	0.311383	0.000359	-0.034171	-0.328942	-0.175756	0.304484
-0.172693	0.025629	-0.050221	0.070743	-0.208352	-0.200032	0.277935	-0.026890	-0.100354	-0.128908	0.064281	0.128600	-0.053884	-0.075104	0.061388	0.135931	0.051478	-0.036968	-0.054884
0.224771	0.051300	-0.087802	0.376879	-0.179247	0.121067	-0.104801	-0.050259	-0.101978	0.008756	-0.182487	-0.165070	0.006716	-0.125124	-0.165327	-0.373577	0.519910	0.024944	-0.006897
0.236524	0.105978	-0.121552	0.336790	0.391336	-0.264660	-0.045855	0.072848	-0.006881	-0.055591	0.053122	0.119314	0.001644	-0.067464	-0.020427	0.114021	-0.034159	0.130739	0.069783
0.376377	-0.009477	-0.152282	0.721749	0.233400	0.452692	0.069899	-0.161207	-0.139575	-0.319255	-0.394752	-0.052053	-0.085118	0.266350	0.028455	-0.162627	-0.577726	-0.063148	0.246475
-0.095450	-0.025709	0.114234	0.222835	-0.059272	0.312156	0.048802	-0.053553	-0.030014	-0.095003	0.025463	0.032778	-0.143345	0.159278	-0.105995	-0.343897	-0.262244	0.094554	-0.213277
0.428816	0.018863	-0.098331	-0.097169	0.023998	0.433514	-0.194338	-0.121063	0.080127	-0.285371	0.021587	-0.066176	-0.011403	-0.055997	0.055769	-0.124504	0.320360	-0.040089	-0.042919
0.307342	0.068179	0.070881	-0.454138	-0.163339	0.313291	-0.143107	0.152949	0.159771	0.178108	-0.106021	-0.118957	0.067873	0.251239	0.043424	-0.182110	-0.237237	0.046844	0.149186
0.640462	-0.090017	-0.215815	0.110304	-0.240970	-0.098378	0.347580	-0.010198	0.080268	0.116270	0.169455	-0.102632	0.149494	-0.077093	0.045943	-0.265359	0.124007	-0.152863	-0.195980
0.202327	-0.218268	-0.162084	0.226148	0.300585	0.290914	-0.432158	-0.008623	0.010588	0.370595	-0.035254	-0.131241	0.026342	0.113805	-0.262226	-0.318356	0.230121	-0.180909	-0.219234
0.025112	-0.169071	-0.157589	-0.800042	0.331252	0.055377	0.173478	-0.020272	-0.037708	-0.155678	-0.086295	-0.150356	-0.191023	-0.024237	-0.065346	0.068630	0.599141	-0.018933	0.071909
