-0.234816	0.190814	0.148383	-0.177765	-0.073188	0.077562	0.150906	0.032120	-0.052601	0.159136	0.157043	0.083612	-0.033766	0.085776	0.139531	0.028509	0.114824	0.080965	0.021329	0.135367	-0.179695	0.130925	-0.229477	0.081043	0.138095	0.109566	0.232326	0.209061	-0.076954	0.036917	-0.086786	-0.053119	0.098667	0.008667	-0.109953	-0.000689	-0.201212	0.043942	0.001860	0.143942	-0.050027	0.033958	0.001771	0.140355	0.048788	0.109753	0.186455	-0.173286	-0.032010	0.077044	-0.168451	-0.177636	0.184755	0.151482	-0.159749	-0.078930	0.050970	0.050038	0.125580	-0.161503	-0.068332	0.107037	-0.031532	0.134332	-0.039078	0.004102	0.091086	-0.233289	-0.188652	-0.061473	0.117312	0.012811	0.074638	0.161965	0.055449	-0.005104	0.119886	0.035025	0.058409	0.058219	-0.211765	0.123897	-0.096822	-0.081862	0.083927	-0.181709	0.039451	0.022680	-0.043714	0.032941	0.084635	0.005813	0.120371	-0.139585	-0.115831	-0.181156	-0.060859	-0.017207	-0.304267	-0.102322
-0.310234	0.018865	0.159164	-0.180989	-0.110117	0.212821	0.130718	-0.091519	0.176547	-0.071955	0.093328	0.085212	0.014867	0.122094	0.024704	-0.300084	-0.047130	0.162649	-0.090448	0.224841	-0.126278	-0.065183	-0.260429	0.150912	-0.073634	0.199172	-0.138401	-0.280106	-0.026413	-0.000145	-0.204995	0.202486	-0.091665	-0.229485	-0.284295	-0.096962	0.092868	-0.019814	0.123730	0.052889	0.028427	0.030104	0.028153	0.012489	-0.116361	-0.022367	-0.116320	0.149340	0.026324	-0.101535	0.015998	-0.156633	-0.181928	-0.132667	-0.355192	-0.146748	0.197576	-0.022100	-0.095696	0.113487	-0.043321	-0.111954	-0.051363	0.153374	0.043862	0.063025	0.213514	-0.066983	-0.162951	-0.251009	-0.095638	0.166441	0.064401	-0.185731	-0.116934	0.154139	0.019471	0.290082	0.070909	0.107972	-0.131068	0.003122	0.051382	0.061016	-0.232120	-0.210298	0.102797	-0.140813	0.202961	0.154486	0.024320	0.202192	0.144882	-0.071964	-0.086037	0.038858	-0.087573	-0.015085	-0.132917	0.173502
0.037206	-0.040212	0.200685	-0.041185	-0.068671	0.065707	-0.049607	-0.027677	0.105075	-0.070367	0.038665	0.194471	0.090739	-0.071625	-0.027930	0.059293	0.052252	-0.191161	0.085908	-0.166122	0.274375	0.056656	0.154328	0.024798	-0.069772	0.123454	-0.106310	-0.045261	-0.008207	-0.100674	0.117947	0.031623	0.017993	-0.100040	-0.100929	0.022407	0.177184	0.094832	-0.184659	-0.002608	0.133049	0.164616	0.071725	-0.011439	0.079782	0.078048	0.029561	-0.017545	-0.068870	0.016053	-0.038898	0.043005	0.084045	-0.039385	-0.085569	0.022966	-0.029393	-0.051021	0.123143	-0.004318	-0.199148	0.125870	0.070147	0.035708	0.153465	0.043134	-0.164087	0.105973	0.148133	0.084867	-0.131819	-0.094523	0.115652	-0.017653	-0.085073	-0.129260	0.017530	0.041564	0.038112	0.046424	0.130964	-0.050256	0.088500	0.152522	0.007391	-0.125749	0.002694	0.039462	0.217862	0.007841	-0.045171	0.163101	-0.172619	-0.052888	-0.268951	-0.000163	-0.143494	0.067835	-0.220112	-0.046732
0.047448	0.063601	-0.081526	-0.043365	0.062701	0.085961	-0.107697	-0.016866	-0.059512	0.121663	0.044838	-0.047533	-0.109449	-0.112393	-0.073786	-0.080230	-0.122958	-0.097642	0.014152	0.095897	0.019753	0.065090	-0.090769	0.086453	-0.010472	0.098784	0.022697	-0.103999	-0.120955	-0.133525	0.130024	-0.047873	0.021598	0.004891	0.068298	-0.027122	-0.133839	-0.113117	0.075526	0.137295	0.003948	0.016041	-0.094569	-0.029344	-0.044765	-0.032449	-0.048244	-0.033931	0.015362	0.091187	0.099646	0.089844	-0.005568	0.084524	-0.155599	0.093081	-0.021147	-0.007414	0.057085	-0.014760	0.040983	-0.041935	-0.090962	-0.042181	0.019972	0.114515	0.136496	0.050580	0.098275	-0.003100	0.036408	0.085027	-0.043894	0.116194	-0.016571	0.095816	-0.073858	-0.083607	0.028760	-0.010117	0.018263	-0.099795	0.090145	-0.015362	0.028086	-0.116316	0.060450	-0.113979	-0.189033	-0.081808	-0.125341	0.015495	0.065628	-0.043931	-0.027909	0.037680	-0.037902	0.010730	0.008172	0.108907
0.160113	0.110302	-0.020463	-0.138028	-0.065036	0.054954	-0.033705	-0.045485	-0.233722	0.192237	-0.007049	-0.090188	0.023789	0.236626	0.104768	-0.089801	0.113296	-0.143266	-0.047029	-0.001871	-0.141711	0.019319	-0.100423	0.042669	0.021795	-0.015369	-0.137538	0.077410	-0.118164	0.105860	-0.080686	-0.219029	0.100930	0.030961	-0.075850	-0.092331	0.070105	0.097910	-0.050010	-0.151135	-0.110129	-0.214586	0.180513	0.121652	0.066755	0.078585	-0.019067	-0.069557	-0.068860	-0.124986	-0.045235	-0.091581	-0.067103	-0.126569	-0.054921	0.152009	0.043929	0.081374	-0.151729	0.216008	0.125146	-0.044521	0.023355	0.005654	-0.010385	0.028564	0.029845	-0.109986	-0.073093	-0.142938	0.034800	-0.126360	0.110210	-0.022939	-0.003420	0.034623	-0.062281	0.164778	-0.192334	0.081875	-0.041650	0.024686	-0.057991	0.145677	0.127252	0.090119	-0.028513	-0.110008	-0.230239	-0.132744	-0.110969	-0.060399	0.118128	-0.064322	0.181107	0.018872	-0.130141	-0.036153	-0.060856	0.051485
0.144274	-0.160697	-0.127470	-0.117534	0.060030	-0.161483	0.100279	-0.156411	0.113487	-0.069824	-0.054867	-0.205626	0.089673	-0.089061	0.046014	0.088134	-0.109712	0.152019	-0.044322	-0.014194	0.037696	-0.066702	-0.099014	0.003560	0.048973	0.117451	-0.125177	-0.169853	-0.031996	-0.116299	-0.259850	0.067887	-0.095611	0.081564	-0.111295	0.105105	-0.299035	-0.121991	0.094945	-0.105431	-0.098710	-0.096996	0.152058	0.218909	-0.212657	-0.099737	0.044380	0.041959	-0.104666	-0.108726	-0.008520	-0.024600	0.135761	-0.064209	-0.002087	-0.033608	0.051174	-0.239295	-0.050148	-0.133718	0.172256	-0.126850	-0.162112	0.059710	-0.088919	-0.241840	-0.061248	0.297281	0.067458	-0.206963	0.048380	0.154573	-0.110711	0.015395	0.064535	0.001429	0.129069	0.119051	-0.043676	0.054731	0.158268	0.223701	0.031592	0.034215	0.058647	-0.041185	-0.111595	0.148352	0.003251	0.098060	0.083248	-0.116206	0.067740	0.088953	0.118813	0.122057	-0.069785	0.061579	-0.058039	-0.154324
0.030276	0.005161	0.052458	0.103690	-0.072174	-0.104640	0.012388	0.087396	-0.126437	-0.027755	0.091712	0.038508	-0.063528	0.046367	0.069938	-0.025639	-0.014552	-0.063899	0.036254	0.029863	-0.096637	0.046300	-0.083760	-0.089244	-0.100638	0.090179	-0.121636	0.030970	0.042453	-0.056453	-0.038982	0.059172	0.110281	-0.113378	-0.059791	0.090362	-0.110060	0.061754	-0.012267	0.000554	-0.010853	0.091079	-0.033229	0.095519	0.003967	0.026942	0.058304	0.053395	0.055103	-0.037932	-0.093113	-0.022346	-0.056511	0.117289	0.099696	0.111022	-0.069006	-0.091264	0.051299	0.115153	0.038950	-0.046392	-0.133114	0.039121	0.085600	0.114190	-0.015621	-0.120635	0.025875	-0.040184	0.038908	-0.037224	0.055439	0.109241	0.124205	-0.044974	-0.034537	0.091783	0.064951	0.106155	-0.048458	0.038385	-0.077328	-0.050223	0.082933	-0.074610	-0.055361	-0.063330	0.062338	-0.076513	-0.121199	0.128436	0.095045	0.081147	-0.024899	0.019911	0.104226	-0.026789	-0.093093	-0.095708
-0.036991	-0.233637	-0.250010	-0.092059	-0.325673	-0.057902	-0.146808	0.103738	0.006840	0.037422	0.033630	-0.120537	-0.221299	-0.116117	-0.332809	-0.379869	0.020705	-0.100176	-0.192584	0.180932	-0.055937	0.028468	-0.267936	-0.171252	0.070631	-0.050881	0.124664	0.282476	0.191170	-0.075869	0.154279	0.125528	-0.023443	0.031886	-0.018447	0.034893	0.102329	0.009865	0.060227	0.157016	0.247556	0.103499	0.011438	-0.098608	-0.024464	-0.160321	-0.050756	0.005191	0.055340	-0.078833	0.040189	0.147701	-0.037437	-0.194675	-0.069871	0.035721	0.108422	0.110371	0.072763	-0.040942	-0.224876	0.131904	0.175886	0.238117	-0.037586	-0.044605	-0.047800	-0.069091	0.060950	-0.018060	-0.010927	0.050518	-0.117996	0.197046	-0.032602	-0.024922	-0.024930	-0.121047	-0.290433	0.102666	-0.236909	-0.096778	0.053294	0.017738	-0.070049	0.194402	0.121424	0.018922	-0.036397	0.037340	0.187907	-0.055522	0.200968	-0.079752	-0.148341	0.097889	-0.109432	0.152243	0.178787	0.223047
0.070127	0.114249	0.031651	0.029435	-0.082172	0.134791	-0.113377	0.128910	-0.001911	0.202009	-0.046990	-0.016591	-0.030097	-0.051994	-0.050149	0.016598	-0.137655	-0.155221	-0.220741	-0.100131	-0.053554	-0.108248	-0.021447	0.050797	0.128297	-0.089682	0.151052	-0.107104	-0.173690	-0.083947	0.034040	-0.158293	0.192050	0.293296	-0.024713	-0.060594	0.029278	0.039560	-0.168007	0.045534	-0.016021	0.145719	0.028624	-0.146377	0.125518	-0.020331	-0.038855	-0.050059	-0.125627	0.212057	0.102603	0.105744	0.082366	0.034166	-0.078656	0.148124	-0.085852	-0.157641	0.027409	-0.000876	0.131642	-0.044759	0.050924	0.016118	0.146527	0.121709	-0.051809	-0.087621	0.140270	0.015237	-0.099507	-0.022560	0.011335	0.084473	-0.003093	-0.038549	0.049457	0.020957	0.095767	-0.124224	0.117320	-0.153498	-0.114075	0.042595	-0.016680	0.136378	-0.048076	0.037910	-0.218739	-0.166701	0.183029	-0.005040	-0.001749	0.002114	-0.045187	0.038126	-0.018517	0.025207	0.080417	-0.156572
-0.065712	-0.024524	-0.216995	-0.156106	0.096757	0.050274	-0.165473	-0.122873	-0.076236	-0.200826	-0.000276	0.025248	-0.003130	-0.010505	-0.158880	-0.009907	0.050826	0.204814	-0.080862	0.137516	-0.210649	0.113050	0.089741	0.048947	-0.063015	-0.194154	-0.001758	0.072558	-0.130442	0.153026	0.104346	-0.020533	0.007281	0.048357	-0.023273	0.045454	0.181371	-0.136718	-0.110285	-0.002053	-0.137076	-0.051614	-0.231577	0.023971	0.075210	0.037514	0.041437	0.059091	0.095368	-0.024522	0.118103	-0.209237	-0.106275	0.132269	-0.150625	-0.011370	0.036946	-0.051957	-0.042394	0.131766	0.172563	0.001495	-0.035585	-0.098069	-0.022536	0.177186	-0.046849	0.059288	0.216922	0.056615	-0.068105	0.139877	0.010466	0.147092	-0.084459	0.165143	0.008251	0.078183	0.020866	-0.060727	0.035217	0.070902	-0.107758	0.130819	-0.226889	0.086348	-0.088308	0.049092	-0.128306	-0.018270	0.057186	0.154483	-0.005553	-0.113394	0.023710	0.035888	0.040503	0.009807	-0.009330	0.184736
