-0.166260	0.315949	0.123805	-0.225407	-0.121329	0.056450	0.131384	0.072653	0.026445	0.057052	0.142876	0.033206	-0.043359	0.167526	0.162583	-0.018916	0.211839	0.121374	0.094669	0.168717	-0.170256	0.120558	-0.102884	0.241102	0.183619	0.194348	0.057519	0.236330	-0.107510	0.097927	-0.165564	0.083436	0.057982	-0.108678	-0.123414	0.134940	-0.141881	0.053001	0.033841	0.016061	-0.108121	0.119067	-0.159434	0.153084	-0.050664	-0.008791	0.177189	-0.057305	-0.047996	0.059775	-0.118986	0.000233	0.193125	0.167406	-0.099968	0.033731	0.108314	0.153875	0.009711	-0.101376	-0.073609	0.029562	-0.170369	0.232499	-0.115818	-0.009080	0.062690	-0.164812	-0.108670	-0.018312	0.084458	-0.021127	0.203993	0.248779	0.090774	0.043880	0.214909	0.120067	0.231457	0.069880	-0.312452	-0.019658	0.007341	-0.128695	0.114563	-0.082958	0.149051	0.045411	0.163724	0.023989	-0.016480	-0.017553	0.122566	-0.135678	-0.064165
-0.106426	-0.002053	-0.039121	-0.109947	-0.102122	-0.157452	0.028524	0.093847	-0.133090	-0.120303	0.172241	0.136113	-0.024001	-0.001678	0.067204	0.028717	-0.009564	0.161772	0.134330	0.107503	-0.147945	-0.083184	0.074098	-0.097878	0.166857	-0.058117	-0.094735	-0.151621	0.156874	-0.086051	0.131783	-0.022850	-0.032578	-0.072369	0.077375	-0.174516	0.017213	-0.109765	-0.145318	-0.128528	-0.062039	0.160222	0.094488	0.074124	-0.037900	0.001161	-0.000956	-0.130166	-0.019746	-0.089000	-0.024847	-0.067909	0.064791	0.046447	-0.089913	0.023016	-0.027454	-0.134566	-0.161661	-0.162766	-0.062866	0.098797	-0.025407	-0.114958	0.176830	0.008602	-0.048305	0.046202	0.100316	0.087323	-0.063816	0.100943	-0.114254	-0.100436	-0.150868	-0.170931	0.174337	0.106744	-0.098683	-0.153354	0.018742	-0.015029	0.167405	0.148835	0.035163	-0.061933	0.002784	-0.095387	0.093047	-0.124104	-0.132809	0.116359	-0.171940	0.070209	0.079918
0.059604	0.150209	0.165845	-0.056191	0.143465	-0.093822	-0.077437	-0.017706	-0.091821	0.174292	-0.013707	-0.096666	0.136456	-0.164478	-0.038310	0.063794	-0.028942	-0.065136	0.105044	-0.064428	-0.015420	0.131387	0.171774	0.039742	0.070389	0.067839	0.132833	-0.166604	0.139638	-0.090877	0.093113	0.071501	0.034676	0.004713	-0.111335	0.173369	-0.059522	0.068492	0.050590	-0.148312	0.151799	-0.001706	0.082467	-0.124943	-0.056743	-0.029393	0.128300	-0.017816	-0.143120	0.059464	0.171728	0.160299	0.104684	0.089681	0.080139	0.067992	0.058298	-0.050581	-0.173884	0.032476	-0.002892	0.011315	0.166369	-0.045055	-0.011262	-0.010223	-0.029247	-0.070141	0.008614	-0.052298	-0.148131	0.137448	0.086938	0.044636	0.049469	0.044035	-0.155152	0.025138	0.085705	0.131017	-0.161477	-0.123109	0.161831	0.005962	-0.104708	-0.020883	0.006876	0.025541	-0.020274	-0.026042	0.122389	-0.075120	0.161159	0.138291	-0.059569
-0.120453	-0.098561	0.056535	0.250257	0.005823	-0.078431	0.134404	-0.213682	-0.185876	-0.170425	-0.072604	-0.157838	0.128701	-0.162197	0.055036	0.075575	0.109366	-0.173357	-0.050337	0.037710	0.145852	-0.137693	-0.041583	-0.155988	0.018454	0.074870	0.019209	-0.250324	-0.173785	-0.066392	-0.119729	-0.159309	-0.102355	0.024708	0.125610	-0.087555	0.123958	-0.055198	0.117081	-0.024554	0.112057	-0.026311	-0.121135	-0.159347	-0.159660	0.165939	-0.035111	-0.073643	-0.065712	0.158114	-0.038593	-0.214200	-0.278712	0.097891	0.156292	-0.026243	0.019763	-0.138792	-0.020174	-0.068144	-0.159536	-0.074720	-0.000956	0.038959	0.076573	0.058528	0.115928	-0.013189	0.125604	-0.279593	0.222655	-0.051754	0.101830	0.069831	-0.021268	0.084177	-0.148012	-0.137829	-0.057719	0.053555	0.142886	0.185863	0.128031	0.117094	-0.047947	0.064346	0.118719	-0.068710	0.031341	-0.028512	0.090323	-0.108710	-0.098519	0.014386	-0.088327
0.082711	-0.163318	0.135750	0.024467	0.019995	-0.188942	0.183177	-0.157327	-0.222371	-0.150693	-0.128239	-0.008601	0.131155	-0.027814	0.062869	0.152002	-0.060292	-0.013317	0.001190	0.144847	0.207962	0.060682	-0.018664	-0.090233	-0.098478	0.108099	0.121341	-0.112618	-0.166797	0.207135	0.088965	-0.037689	0.089414	0.153659	0.124459	-0.185373	0.090938	-0.082128	-0.029692	0.021052	-0.083884	-0.028277	-0.111843	0.068141	0.005258	0.083236	-0.148434	0.103862	-0.015878	0.127133	-0.095044	-0.164019	0.052573	-0.010341	-0.089220	0.027014	0.161475	0.134788	-0.164720	-0.038494	-0.080727	-0.195625	0.131533	0.152080	-0.011658	-0.032277	0.022362	-0.105012	-0.087890	-0.191248	0.151038	-0.019481	0.047561	-0.226839	-0.004074	0.161088	0.203655	-0.022734	-0.171476	0.176117	0.104519	-0.025276	0.213699	-0.003036	0.080958	-0.029176	-0.019561	-0.050720	-0.150472	-0.085201	0.041427	-0.161639	0.144164	-0.016153	-0.001572
0.085741	-0.025141	0.166370	0.025034	0.161249	-0.047177	0.080660	0.069524	0.097015	0.130707	-0.000787	-0.015440	-0.078440	-0.061569	-0.101044	-0.049893	0.079887	0.157468	-0.098890	0.163846	-0.072904	-0.042134	0.054580	0.055367	0.073607	0.047598	-0.146525	-0.140177	-0.025404	0.005436	-0.173162	0.040353	-0.156640	0.050742	-0.065303	-0.059292	-0.024078	0.146503	-0.146953	-0.062224	0.057093	-0.134951	0.052057	-0.002390	0.004285	0.144622	-0.020601	0.014357	0.000519	0.054906	0.086367	-0.003556	0.043012	-0.004441	-0.177064	-0.164329	-0.012807	-0.151409	0.028255	-0.054073	0.022584	-0.167165	-0.159547	0.133311	-0.028433	-0.108681	-0.104959	0.085576	0.143210	-0.051509	-0.080277	0.067137	0.149180	0.057069	-0.042481	-0.056545	-0.014309	0.118135	-0.042638	0.036865	-0.081169	0.013052	-0.105042	0.013024	-0.052656	0.112264	-0.138035	-0.100743	0.084673	-0.032468	-0.106304	-0.104436	0.171018	0.084608	-0.047051
0.002953	0.141772	-0.118300	0.137461	0.224592	-0.007696	0.125901	0.036086	-0.007054	-0.067904	0.018676	0.071084	0.010130	0.065007	-0.027029	0.049886	0.038365	0.106816	0.114173	0.079057	0.115003	-0.139384	0.112604	0.144824	0.046263	0.157626	-0.064356	-0.088230	-0.081539	-0.219748	-0.010525	-0.075935	0.116790	0.150460	-0.099262	-0.278997	-0.012157	0.185509	-0.139737	-0.062441	0.152232	0.050800	-0.088092	0.055056	0.083527	-0.102449	-0.054970	-0.054601	0.032284	0.149667	-0.135671	0.062251	-0.082274	-0.019908	-0.132019	0.194191	-0.080791	0.134468	0.059533	-0.080077	-0.120055	0.004050	0.129823	-0.117780	-0.076338	0.158949	-0.192781	0.081377	-0.023505	0.068956	0.062140	0.116665	0.110562	0.224902	0.058744	0.009752	0.084089	0.052403	0.176857	-0.044928	-0.201615	-0.076077	-0.021722	0.171415	0.247202	0.161236	-0.083935	-0.071168	-0.029930	0.288423	0.007041	0.031587	-0.225321	0.051362	0.069162
0.122401	-0.010730	-0.173678	0.042471	-0.083237	0.044629	-0.059666	0.106667	0.172659	0.177288	-0.090432	-0.017324	0.119624	0.075385	0.107107	-0.100807	0.059758	-0.120169	-0.064438	0.135884	-0.158469	-0.089902	-0.074929	0.095665	-0.066356	-0.175823	0.123444	0.138776	0.123944	-0.051702	0.057438	0.121431	-0.066284	-0.113686	-0.132744	0.174862	-0.081329	-0.127400	0.013952	-0.150417	-0.183688	-0.023525	0.113441	-0.075397	0.014031	-0.009538	-0.033128	-0.076335	-0.034923	-0.148856	-0.172974	-0.035647	-0.074721	-0.051431	0.170059	-0.055057	0.165405	-0.117326	-0.158509	0.028646	0.026974	0.103814	0.136391	0.095630	-0.068825	0.145241	0.037910	0.032682	-0.156531	-0.085255	-0.017732	0.121122	0.090483	0.141213	0.075387	0.150882	0.073383	-0.020399	-0.091633	0.082687	-0.020378	-0.074938	-0.175382	-0.050363	-0.125947	0.018632	0.149805	-0.019524	-0.139507	-0.087493	0.071594	0.125539	-0.030119	0.023556	-0.069862
-0.097203	0.091092	0.117811	0.168316	-0.049136	-0.067552	0.065752	-0.105019	0.044917	0.129478	-0.041286	0.122828	-0.157616	0.144528	-0.009607	0.036235	0.028692	-0.108493	-0.116548	0.115330	-0.067364	-0.031218	0.014076	0.079725	0.074650	0.103639	0.083477	0.068814	-0.046709	-0.073032	0.127937	-0.035170	0.153149	-0.080999	-0.044457	0.169044	-0.136246	0.127093	0.157497	0.166001	0.142669	0.135527	0.116490	0.087343	-0.064512	0.161829	-0.132071	0.050120	0.096294	0.143107	0.017040	0.065617	-0.025138	0.003653	-0.156319	-0.109722	-0.143483	0.069249	-0.124703	0.086114	-0.037354	-0.143668	0.053362	0.073688	0.119210	-0.093296	0.131431	-0.114036	-0.091469	-0.175105	0.001165	-0.149863	0.168246	0.085205	-0.143857	-0.146995	-0.029322	0.090293	-0.121305	0.145172	0.072073	0.126680	0.078934	-0.176643	0.161162	0.057117	-0.061821	-0.019893	-0.137503	0.151719	0.128558	0.133184	0.148893	0.031980	-0.038990
0.110779	0.112470	-0.166571	0.071813	0.133544	0.176008	-0.108152	-0.011634	0.129967	0.176695	0.132672	0.109695	-0.085498	0.028386	-0.077425	-0.099156	-0.010700	0.098915	-0.036833	0.035289	-0.015546	0.101188	0.151673	0.015705	-0.071000	0.088362	-0.259057	0.056297	0.047734	-0.004751	0.151589	0.014346	0.045884	-0.133265	-0.160003	0.162042	0.019330	-0.034194	-0.053798	-0.106201	0.189610	0.012201	0.147431	-0.013537	-0.132900	-0.077211	-0.128060	-0.123258	-0.133453	0.044552	0.102712	-0.141381	-0.002009	-0.067312	-0.207628	0.014967	0.036041	-0.005366	-0.048771	-0.126684	0.257556	0.159928	0.154767	-0.056021	0.153437	-0.141875	0.176252	0.147180	0.135633	0.083003	-0.261019	-0.073615	0.075714	-0.114712	0.031434	0.049289	-0.070088	-0.051418	-0.007850	-0.052194	0.292210	0.208968	-0.226796	-0.097963	0.140335	-0.144614	-0.084193	-0.104846	0.131714	0.137834	0.136506	0.115828	0.174149	0.111431	0.117785
