48.0	1.0	24.0	30.0	17.1	91.0	46.0	2.9	5.0	7.1	3.5	16.0
53.0	9.0	3.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	16.0
53.0	10.0	8.0	26.5	22.0	98.0	77.0	2.7	20.2	0.0	1.8	16.0
12.0	12.0	22.0	29.5	12.1	90.0	37.0	2.9	0.0	9.8	3.7	16.0
45.0	1.0	18.0	32.0	16.1	90.0	31.0	2.4	0.0	9.8	3.9	16.0
53.0	9.0	3.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	16.0
22.0	10.0	9.0	33.0	20.5	91.0	31.0	0.0	0.0	4.0	3.8	16.0
53.0	11.0	16.0	26.5	21.3	93.0	58.0	3.9	0.0	1.0	2.9	16.0
47.0	10.0	4.0	31.5	21.5	97.0	72.0	0.0	0.0	5.6	3.0	16.0
53.0	9.0	11.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	16.0
31.0	11.0	2.0	32.0	14.5	79.0	49.0	1.8	0.0	8.0	3.8	16.0
45.0	1.0	18.0	32.0	16.1	90.0	31.0	2.4	0.0	9.8	3.9	16.0
53.0	9.0	7.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	16.0
22.0	9.0	8.0	31.0	21.5	92.0	66.0	0.5	2.0	5.7	4.3	16.0
45.0	1.0	21.0	32.0	21.1	83.0	38.0	2.3	0.0	8.2	3.9	16.0
39.0	11.0	13.0	26.0	16.1	91.0	41.0	0.3	0.0	0.0	3.0	16.0
39.0	11.0	13.0	26.0	16.1	91.0	41.0	0.3	0.0	0.0	3.0	16.0
39.0	11.0	12.0	29.5	21.1	83.0	91.0	9.5	0.0	5.9	3.0	16.0
4.0	10.0	2.0	32.5	20.0	91.0	35.0	0.3	0.0	9.0	4.0	16.0
22.0	9.0	4.0	34.0	24.0	90.0	56.0	1.6	0.0	7.9	6.6	16.0
21.0	9.0	7.0	33.0	24.0	84.0	52.0	0.0	0.0	8.9	4.0	16.0
30.0	10.0	3.0	32.0	18.5	91.0	47.0	2.1	0.0	8.7	5.2	16.0
53.0	10.0	8.0	28.0	21.0	100.0	70.0	6.1	5.6	3.9	2.8	16.0
12.0	10.0	11.0	29.0	20.6	83.0	57.0	3.4	0.0	7.5	3.2	16.0
12.0	9.0	3.0	30.0	22.5	88.0	54.0	0.6	0.0	2.1	3.0	16.0
53.0	10.0	13.0	31.5	15.0	86.0	31.0	2.1	0.0	9.3	4.0	16.0
45.0	11.0	208.0	29.5	14.1	90.0	42.0	1.8	0.0	6.8	3.2	16.0
12.0	11.0	15.0	30.0	16.1	91.0	49.0	1.9	0.0	5.1	3.2	16.0
22.0	9.0	5.0	29.5	22.0	97.0	100.0	0.2	2.2	2.9	2.2	16.0
32.0	8.0	1.0	30.0	22.0	84.0	62.0	7.9	0.0	4.0	3.1	16.0
26.0	9.0	3.0	30.0	22.5	88.0	54.0	0.6	0.0	2.1	3.0	16.0
31.0	11.0	5.0	30.5	17.0	85.0	90.0	3.7	0.0	4.5	4.3	16.0
48.0	12.0	9.0	34.0	13.1	65.0	31.0	1.1	0.0	10.2	3.7	16.0
31.0	8.0	45.0	32.0	22.5	87.0	66.0	0.0	2.2	8.4	5.2	16.0
30.0	10.0	3.0	32.0	18.5	91.0	47.0	2.1	0.0	8.7	5.2	16.0
31.0	11.0	10.0	29.0	19.5	88.0	81.0	3.2	0.8	5.5	3.8	16.0
53.0	9.0	11.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	16.0
39.0	12.0	17.0	34.0	13.1	65.0	31.0	1.1	0.0	10.2	3.7	16.0
39.0	11.0	13.0	26.0	16.1	91.0	41.0	0.3	0.0	0.0	3.0	16.0
31.0	9.0	5.0	29.0	21.5	100.0	72.0	0.3	26.2	3.0	1.4	16.0
45.0	11.0	16.0	29.5	14.1	90.0	42.0	1.8	0.0	6.8	3.2	16.0
30.0	10.0	0.0	31.5	21.5	97.0	72.0	0.0	0.0	5.6	3.0	16.0
32.0	10.0	13.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	16.0
53.0	9.0	10.0	30.0	21.5	91.0	62.0	5.6	0.0	8.2	3.2	16.0
12.0	12.0	23.0	28.0	12.1	79.0	29.0	2.4	0.0	9.3	3.3	16.0
31.0	9.0	6.0	29.5	23.5	87.0	63.0	2.4	0.0	2.0	2.1	16.0
22.0	9.0	7.0	30.0	22.5	88.0	54.0	0.6	0.0	2.1	3.0	16.0
32.0	9.0	10.0	30.0	21.5	91.0	62.0	5.6	0.0	8.2	3.2	16.0
32.0	9.0	5.0	28.5	23.0	92.0	71.0	8.2	0.0	1.0	2.5	16.0
53.0	12.0	23.0	28.0	12.1	90.0	39.0	3.2	0.0	9.6	3.3	16.0
