12.0	11.0	13.0	30.0	18.3	91.0	47.0	1.0	0.0	7.5	3.4	11.0
12.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	12.0	29.0	15.1	74.0	37.0	3.9	0.0	7.6	3.1	11.0
12.0	11.0	13.0	30.0	18.3	91.0	47.0	1.0	0.0	7.5	3.4	11.0
12.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	15.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	1.0	24.0	30.5	17.1	80.0	37.0	4.8	0.0	7.1	3.8	11.0
12.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	11.0	13.0	30.0	18.3	91.0	47.0	1.0	0.0	7.5	3.4	11.0
12.0	10.0	9.0	32.0	22.0	84.0	44.0	0.3	0.0	6.8	3.2	11.0
12.0	1.0	26.0	29.0	15.2	81.0	35.0	2.1	0.0	8.7	3.7	11.0
12.0	11.0	13.0	30.0	18.3	91.0	47.0	1.0	0.0	7.5	3.4	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	10.0	15.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	11.0	10.0	28.0	11.1	89.0	30.0	3.4	0.0	8.1	3.1	11.0
12.0	11.0	16.0	30.0	15.1	73.0	47.0	6.6	0.0	6.8	3.4	11.0
12.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	10.0	31.5	15.1	82.0	34.0	2.3	0.0	8.9	5.0	11.0
12.0	11.0	16.0	29.5	14.1	90.0	42.0	1.8	0.0	6.8	3.2	11.0
12.0	10.0	13.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	11.0	14.0	27.0	8.1	79.0	25.0	2.1	0.0	9.8	3.2	11.0
12.0	9.0	5.0	27.5	21.0	91.0	74.0	9.2	17.0	0.0	1.3	11.0
12.0	11.0	15.0	30.5	16.1	82.0	54.0	1.6	0.0	9.5	3.8	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	10.0	13.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	10.0	7.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	11.0	14.0	27.0	8.1	79.0	25.0	2.1	0.0	9.8	3.2	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	2.0	25.0	32.0	16.6	68.0	29.0	3.9	0.0	8.8	4.8	11.0
12.0	10.0	13.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
12.0	10.0	9.0	32.0	22.0	84.0	44.0	0.3	0.0	6.8	3.2	11.0
12.0	11.0	8.0	29.5	19.1	91.0	51.0	2.1	0.0	5.4	3.1	11.0
12.0	11.0	14.0	27.0	8.1	79.0	25.0	2.1	0.0	9.8	3.2	11.0
12.0	11.0	16.0	29.5	14.1	90.0	42.0	1.8	0.0	6.8	3.2	11.0
12.0	10.0	9.0	32.0	22.0	84.0	44.0	0.3	0.0	6.8	3.2	11.0
12.0	9.0	10.0	30.0	21.5	91.0	62.0	5.6	0.0	8.2	3.2	11.0
12.0	11.0	16.0	26.5	21.3	93.0	58.0	3.9	0.0	1.0	2.9	11.0
12.0	11.0	16.0	30.0	15.1	73.0	47.0	6.6	0.0	6.8	3.4	11.0
12.0	11.0	15.0	30.5	16.1	82.0	54.0	1.6	0.0	9.5	3.8	11.0
12.0	11.0	8.0	29.5	19.1	91.0	51.0	2.1	0.0	5.4	3.1	11.0
12.0	9.0	7.0	33.0	24.0	84.0	52.0	0.0	0.0	8.9	4.0	11.0
12.0	9.0	9.0	27.5	21.0	91.0	74.0	9.2	17.0	0.0	1.3	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	9.0	5.0	29.5	24.0	84.0	92.0	7.7	0.0	2.2	3.0	11.0
12.0	10.0	9.0	32.0	22.0	84.0	44.0	0.3	0.0	6.8	3.2	11.0
12.0	11.0	15.0	30.5	16.1	82.0	54.0	1.6	0.0	9.5	3.8	11.0
12.0	10.0	202.0	31.5	15.1	82.0	34.0	2.3	0.0	8.9	5.0	11.0
12.0	11.0	16.0	30.0	15.1	73.0	47.0	6.6	0.0	6.8	3.4	11.0
12.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	11.0
45.0	8.0	195.0	31.5	22.5	87.0	56.0	3.4	0.0	6.6	3.5	11.0
12.0	10.0	11.0	31.0	20.1	84.0	54.0	1.9	0.0	8.9	3.5	11.0
12.0	11.0	16.0	26.5	21.3	93.0	58.0	3.9	0.0	1.0	2.9	11.0
