30.0	11.0	14.0	28.0	11.1	89.0	30.0	3.4	0.0	8.1	3.1	7.0
30.0	11.0	14.0	28.0	11.1	89.0	30.0	3.4	0.0	8.1	3.1	7.0
4.0	12.0	3.0	32.0	15.5	96.0	37.0	0.6	0.0	8.9	4.6	7.0
30.0	11.0	14.0	28.0	11.1	89.0	30.0	3.4	0.0	8.1	3.1	7.0
30.0	12.0	16.0	29.0	14.6	81.0	46.0	2.4	0.0	9.0	3.1	7.0
30.0	10.0	9.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	7.0
30.0	10.0	12.0	28.0	21.0	100.0	70.0	6.1	5.6	3.9	2.8	7.0
30.0	11.0	2.0	29.5	10.0	88.0	29.0	0.0	0.0	8.7	3.7	7.0
30.0	12.0	16.0	29.0	14.6	81.0	46.0	2.4	0.0	9.0	3.1	7.0
30.0	12.0	16.0	29.0	14.6	81.0	46.0	2.4	0.0	9.0	3.1	7.0
30.0	12.0	16.0	29.0	14.6	81.0	46.0	2.4	0.0	9.0	3.1	7.0
4.0	11.0	2.0	28.5	11.6	88.0	25.0	2.9	0.0	9.2	3.2	7.0
30.0	12.0	16.0	29.0	14.6	81.0	46.0	2.4	0.0	9.0	3.1	7.0
30.0	11.0	15.0	31.5	21.6	83.0	54.0	3.4	0.0	8.0	3.6	7.0
30.0	1.0	20.0	33.0	20.1	51.0	41.0	1.6	0.0	8.2	3.6	7.0
30.0	12.0	19.0	28.0	12.1	90.0	39.0	3.2	0.0	9.6	3.3	7.0
30.0	9.0	5.0	29.0	21.8	91.0	60.0	5.8	10.2	2.5	2.5	7.0
4.0	1.0	4.0	30.5	18.1	82.0	38.0	5.0	0.0	7.7	4.0	7.0
32.0	10.0	12.0	28.2	22.0	90.0	62.0	3.9	0.0	1.9	3.0	7.0
4.0	12.0	7.0	32.0	17.0	91.0	41.0	0.6	0.0	7.7	4.0	7.0
30.0	12.0	18.0	32.0	15.1	82.0	31.0	2.4	0.0	9.6	3.6	7.0
30.0	12.0	23.0	28.0	12.1	90.0	39.0	3.2	0.0	9.6	3.3	7.0
30.0	11.0	15.0	31.5	21.6	83.0	54.0	3.4	0.0	8.0	3.6	7.0
30.0	10.0	8.0	28.0	21.0	100.0	70.0	6.1	5.6	3.9	2.8	7.0
4.0	1.0	11.0	27.5	15.5	52.0	29.0	2.3	0.0	7.6	4.8	7.0
30.0	9.0	7.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	7.0
30.0	9.0	7.0	31.5	23.0	90.0	63.0	1.9	0.2	5.2	3.0	7.0
4.0	1.0	9.0	29.0	10.5	84.0	27.0	1.1	0.0	9.5	4.4	7.0
4.0	1.0	11.0	30.0	17.0	90.0	37.0	1.0	0.0	7.4	3.4	7.0
30.0	9.0	5.0	29.0	21.8	91.0	60.0	5.8	10.2	2.5	2.5	7.0
30.0	12.0	18.0	32.0	15.1	82.0	31.0	2.4	0.0	9.6	3.6	7.0
53.0	8.0	8.0	29.0	23.0	77.0	74.0	4.7	0.0	0.0	2.4	7.0
30.0	9.0	7.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	7.0
30.0	12.0	20.0	29.0	13.1	73.0	46.0	2.6	0.0	9.1	3.3	7.0
30.0	11.0	15.0	31.5	21.6	83.0	54.0	3.4	0.0	8.0	3.6	7.0
53.0	8.0	8.0	29.0	23.0	77.0	74.0	4.7	0.0	0.0	2.4	7.0
30.0	12.0	23.0	28.0	12.1	90.0	39.0	3.2	0.0	9.6	3.3	7.0
4.0	1.0	9.0	29.0	10.5	84.0	27.0	1.1	0.0	9.5	4.4	7.0
4.0	12.0	7.0	31.0	17.5	64.0	34.0	0.5	0.0	6.2	2.5	7.0
30.0	10.0	8.0	28.0	21.0	100.0	70.0	6.1	5.6	3.9	2.8	7.0
30.0	9.0	7.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	7.0
30.0	9.0	11.0	29.4	22.0	77.0	52.0	1.1	0.0	1.4	3.0	7.0
4.0	1.0	6.0	30.5	20.0	79.0	46.0	1.8	0.0	9.2	4.8	7.0
30.0	9.0	7.0	31.5	23.0	90.0	63.0	1.9	0.2	5.2	3.0	7.0
