0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	0	1	12	2	9	8	2	13	0	0	5	37	0	28	6	4	7	0	27	21	6	0	9	25	22	7	6	27	20	5	5	1	11	1	6	9	21	7	19	6	12	0	2	0	0	0	2	0	13	0	14	5	0	2	9	0	0	2	0	0	0	1	11	0	0	0	0	2	7	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	3	0	0	14	0	0	2	0	0	1	19	4	1	10	4	15	3	2	12	33	0	15	2	6	6	25	0	8	16	5	9	8	13	17	6	15	36	13	22	1	36	1	2	9	5	13	18	20	7	0	5	0	0	0	4	2	22	0	3	19	0	3	28	0	0	5	0	0	0	1	18	0	0	0	8	1	11	0	0	0	0	0	0	0	24
0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	6	2	0	0	0	0	2	0	0	1	1	1	0	3	0	2	0	3	6	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	1	13	4	1	1	0	19	3	0	20	25	0	7	1	0	8	11	1	7	5	0	11	18	10	10	3	12	16	13	18	1	33	2	3	6	8	10	5	9	7	0	6	0	0	0	3	0	15	0	7	0	0	0	19	0	0	5	0	0	0	4	11	0	0	0	4	2	2	0	0	0	0	0	0	0	23
0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	1	0	8	4	2	6	5	18	1	2	21	39	0	10	3	9	14	11	0	5	19	4	11	14	12	21	6	17	29	9	27	4	20	7	3	4	3	3	16	14	8	0	6	0	0	2	2	0	22	0	5	13	0	4	14	0	0	4	0	0	0	1	13	1	0	0	0	1	6	0	0	0	0	0	0	0	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	1	6	3	0	0	1	1	0	3	1	3	0	3	0	6	0	0	3	5	3	1	2	2	3	0	4	0	1	6	1	2	7	0	2	3	0	0	0	0	0	0	0	3	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	10	21	1	0	0	1	4	2	7	14	16	0	5	1	0	5	19	0	5	5	4	11	15	6	4	2	10	10	11	17	0	33	1	1	3	5	4	0	2	10	0	7	0	0	0	1	0	29	0	1	10	0	2	18	0	0	0	0	0	0	1	2	0	0	0	5	0	1	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	5	3	0	0	1	0	0	1	2	3	0	3	0	1	0	0	6	0	0	0	0	2	4	0	7	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3	2	0	2	0	0	0	2	1	4	0	9	0	2	0	0	0	5	0	1	2	1	0	1	0	0	0	2	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0
