5.0	10.0	1.0	33.0	20.5	91.0	31.0	0.0	0.0	4.0	3.8	1.0
31.0	12.0	15.0	32.0	17.0	91.0	41.0	0.6	0.0	7.7	4.0	1.0
32.0	10.0	13.0	32.0	15.0	82.0	43.0	1.1	0.0	9.1	4.1	1.0
53.0	9.0	11.0	33.0	24.0	84.0	52.0	0.0	0.0	8.9	4.0	1.0
32.0	11.0	3.0	30.0	19.5	91.0	45.0	0.5	0.0	6.2	4.2	1.0
32.0	12.0	5.0	30.0	12.5	96.0	35.0	0.3	0.0	8.7	3.6	1.0
31.0	12.0	23.0	27.0	9.0	69.0	26.0	1.3	0.0	7.2	4.3	1.0
31.0	10.0	8.0	31.0	21.5	87.0	52.0	0.8	1.8	5.9	2.5	1.0
32.0	9.0	5.0	29.5	22.0	97.0	100.0	0.2	2.2	2.9	2.2	1.0
32.0	9.0	7.0	30.0	22.5	88.0	54.0	0.6	0.0	2.1	3.0	1.0
32.0	9.0	7.0	33.0	24.0	84.0	52.0	0.0	0.0	8.9	4.0	1.0
31.0	12.0	4.0	30.5	9.5	83.0	19.0	1.0	0.0	10.0	3.8	1.0
32.0	10.0	5.0	34.0	23.0	81.0	50.0	0.0	0.0	8.1	5.2	1.0
53.0	8.0	11.0	30.5	22.0	95.0	75.0	2.6	2.0	1.1	3.5	1.0
32.0	9.0	5.0	29.5	24.0	84.0	92.0	7.7	0.0	2.2	3.0	1.0
47.0	11.0	2.0	32.0	14.5	79.0	49.0	1.8	0.0	8.0	3.8	1.0
4.0	11.0	5.0	31.0	15.0	84.0	86.0	4.2	0.0	9.4	6.3	1.0
32.0	9.0	5.0	28.5	23.0	92.0	71.0	8.2	0.0	1.0	2.5	1.0
5.0	8.0	7.0	30.5	22.0	95.0	75.0	2.6	2.0	1.1	3.5	1.0
31.0	9.0	4.0	31.5	22.5	87.0	63.0	0.3	0.0	8.6	4.6	1.0
38.0	12.0	7.0	32.0	17.0	91.0	41.0	0.6	0.0	7.7	4.0	1.0
32.0	9.0	11.0	33.0	20.5	97.0	60.0	2.1	13.8	6.1	3.6	1.0
32.0	11.0	4.0	30.0	22.5	83.0	62.0	1.9	0.0	9.1	6.0	1.0
5.0	10.0	6.0	34.0	18.0	91.0	35.0	0.0	0.0	7.4	3.4	1.0
31.0	11.0	1.0	30.5	17.0	85.0	90.0	3.7	0.0	4.5	4.3	1.0
