2016-01-01	31	18
2016-01-02	31	18
2016-01-03	31	18
2016-01-04	31	18
2016-01-05	31	18
2016-01-06	31	18
2016-01-07	31	18
2016-01-08	31	18
2016-01-09	31	18
2016-01-10	31	18
2016-01-11	31	18
2016-01-12	31	18
2016-01-13	31	18
2016-01-14	31	18
2016-01-15	31	18
2016-01-16	31	18
2016-01-17	31	18
2016-01-18	31	18
2016-01-19	31	19
2016-01-20	32	19
2016-01-21	32	19
2016-01-22	32	19
2016-01-23	32	19
2016-01-24	32	19
2016-01-25	32	19
2016-01-26	32	19
2016-01-27	32	19
2016-01-28	32	19
2016-01-29	32	19
2016-01-30	33	19
2016-01-31	33	19
2016-02-01	33	19
2016-02-02	33	19
2016-02-03	33	20
2016-02-04	33	20
2016-02-05	33	20
2016-02-06	33	20
2016-02-07	34	20
2016-02-08	34	20
2016-02-09	34	20
2016-02-10	34	20
2016-02-11	34	20
2016-02-12	34	20
2016-02-13	34	20
2016-02-14	34	21
2016-02-15	35	21
2016-02-16	35	21
2016-02-17	35	21
2016-02-18	35	21
2016-02-19	35	21
2016-02-20	35	21
2016-02-21	35	21
2016-02-22	35	21
2016-02-23	36	22
2016-02-24	36	22
2016-02-25	36	22
2016-02-26	36	22
2016-02-27	36	22
2016-02-28	36	22
2016-02-29	36	22
2016-03-01	36	22
2016-03-02	37	23
2016-03-03	37	23
2016-03-04	37	23
2016-03-05	37	23
2016-03-06	37	23
2016-03-07	37	23
2016-03-08	37	23
2016-03-09	37	23
2016-03-10	37	23
2016-03-11	37	24
2016-03-12	38	24
2016-03-13	38	24
2016-03-14	38	24
2016-03-15	38	24
2016-03-16	38	24
2016-03-17	38	24
2016-03-18	38	24
2016-03-19	38	24
2016-03-20	38	24
2016-03-21	38	25
2016-03-22	38	25
2016-03-23	39	25
2016-03-24	39	25
2016-03-25	39	25
2016-03-26	39	25
2016-03-27	39	25
2016-03-28	39	25
2016-03-29	39	25
2016-03-30	39	25
2016-03-31	39	26
2016-04-01	39	26
2016-04-02	39	26
2016-04-03	39	26
2016-04-04	39	26
2016-04-05	40	26
2016-04-06	40	26
2016-04-07	40	26
2016-04-08	40	26
2016-04-09	40	26
2016-04-10	40	26
2016-04-11	40	26
2016-04-12	40	27
2016-04-13	40	27
2016-04-14	40	27
2016-04-15	40	27
2016-04-16	40	27
2016-04-17	40	27
2016-04-18	40	27
2016-04-19	40	27
2016-04-20	40	27
2016-04-21	40	27
2016-04-22	40	27
2016-04-23	40	27
2016-04-24	40	28
2016-04-25	40	28
2016-04-26	41	28
2016-04-27	41	28
2016-04-28	41	28
2016-04-29	41	28
2016-04-30	41	28
2016-05-01	41	28
2016-05-02	41	28
2016-05-03	41	28
2016-05-04	41	28
2016-05-05	41	28
2016-05-06	41	28
2016-05-07	40	28
2016-05-08	40	28
2016-05-09	40	28
2016-05-10	40	28
2016-05-11	40	28
2016-05-12	40	28
2016-05-13	40	28
2016-05-14	40	28
2016-05-15	40	28
2016-05-16	40	28
2016-05-17	40	28
2016-05-18	40	28
2016-05-19	40	28
2016-05-20	40	28
2016-05-21	39	28
2016-05-22	39	28
2016-05-23	39	28
2016-05-24	39	28
2016-05-25	39	27
2016-05-26	39	27
2016-05-27	39	27
2016-05-28	39	27
2016-05-29	38	27
2016-05-30	38	27
2016-05-31	38	27
2016-06-01	38	27
2016-06-02	38	27
2016-06-03	38	27
2016-06-04	38	27
2016-06-05	37	26
2016-06-06	37	26
2016-06-07	37	26
2016-06-08	37	26
2016-06-09	37	26
2016-06-10	37	26
2016-06-11	37	26
2016-06-12	36	26
2016-06-13	36	26
2016-06-14	36	26
2016-06-15	36	26
2016-06-16	36	25
2016-06-17	36	25
2016-06-18	36	25
2016-06-19	36	25
2016-06-20	35	25
2016-06-21	35	25
2016-06-22	35	25
2016-06-23	35	25
2016-06-24	35	25
2016-06-25	35	25
2016-06-26	35	25
2016-06-27	35	25
2016-06-28	35	25
2016-06-29	35	25
2016-06-30	34	25
2016-07-01	34	25
2016-07-02	34	25
2016-07-03	34	25
2016-07-04	34	25
2016-07-05	34	25
2016-07-06	34	25
2016-07-07	34	25
2016-07-08	34	25
2016-07-09	34	25
2016-07-10	34	25
2016-07-11	34	25
2016-07-12	34	25
2016-07-13	34	25
2016-07-14	33	25
2016-07-15	33	24
2016-07-16	33	24
2016-07-17	33	24
2016-07-18	33	24
2016-07-19	33	24
2016-07-20	33	24
2016-07-21	33	24
2016-07-22	33	24
2016-07-23	33	24
2016-07-24	33	24
2016-07-25	33	24
2016-07-26	33	24
2016-07-27	33	24
2016-07-28	33	24
2016-07-29	33	24
2016-07-30	33	24
2016-07-31	32	24
2016-08-01	32	24
2016-08-02	32	24
2016-08-03	32	24
2016-08-04	32	24
2016-08-05	32	24
2016-08-06	32	24
2016-08-07	32	24
2016-08-08	32	24
2016-08-09	32	24
2016-08-10	32	24
2016-08-11	32	24
2016-08-12	32	24
2016-08-13	32	24
2016-08-14	32	24
2016-08-15	32	24
2016-08-16	32	24
2016-08-17	32	24
2016-08-18	32	24
2016-08-19	32	24
2016-08-20	32	24
2016-08-21	32	24
2016-08-22	32	24
2016-08-23	32	24
2016-08-24	32	24
2016-08-25	32	24
2016-08-26	32	24
2016-08-27	32	24
2016-08-28	32	24
2016-08-29	32	24
2016-08-30	32	24
2016-08-31	33	24
2016-09-01	33	24
2016-09-02	33	24
2016-09-03	33	24
2016-09-04	33	24
2016-09-05	33	24
2016-09-06	33	24
2016-09-07	33	24
2016-09-08	33	24
2016-09-09	33	24
2016-09-10	33	24
2016-09-11	33	24
2016-09-12	33	24
2016-09-13	33	24
2016-09-14	33	24
2016-09-15	33	24
2016-09-16	33	24
2016-09-17	33	24
2016-09-18	33	24
2016-09-19	33	24
2016-09-20	33	24
2016-09-21	33	24
2016-09-22	33	24
2016-09-23	33	24
2016-09-24	33	24
2016-09-25	33	24
2016-09-26	33	24
2016-09-27	33	24
2016-09-28	33	24
2016-09-29	33	24
2016-09-30	33	24
2016-10-01	33	24
2016-10-02	33	24
2016-10-03	33	24
2016-10-04	33	23
2016-10-05	33	23
2016-10-06	33	23
2016-10-07	33	23
2016-10-08	33	23
2016-10-09	33	23
2016-10-10	33	23
2016-10-11	32	23
2016-10-12	32	23
2016-10-13	32	23
2016-10-14	32	23
2016-10-15	32	23
2016-10-16	32	23
2016-10-17	32	23
2016-10-18	32	23
2016-10-19	32	23
2016-10-20	32	22
2016-10-21	32	22
2016-10-22	32	22
2016-10-23	32	22
2016-10-24	32	22
2016-10-25	32	22
2016-10-26	32	22
2016-10-27	32	22
2016-10-28	32	22
2016-10-29	31	22
2016-10-30	31	21
2016-10-31	31	21
2016-11-01	31	21
2016-11-02	31	21
2016-11-03	31	21
2016-11-04	31	21
