2016-05-25	38	26
2016-05-26	38	26
2016-05-27	38	26
2016-05-28	37	26
2016-05-29	37	26
2016-05-30	37	26
2016-05-31	37	26
2016-06-01	37	26
2016-06-02	36	26
2016-06-03	36	26
2016-06-04	36	26
2016-06-05	36	25
2016-06-06	36	25
2016-06-07	35	25
2016-06-08	35	25
2016-06-09	35	25
2016-06-10	35	25
2016-06-11	35	25
2016-06-12	34	25
2016-06-13	34	25
2016-06-14	34	24
2016-06-15	34	24
2016-06-16	34	24
2016-06-17	33	24
2016-06-18	33	24
2016-06-19	33	24
2016-06-20	33	24
2016-06-21	33	24
2016-06-22	33	24
2016-06-23	33	24
2016-06-24	32	24
2016-06-25	32	24
2016-06-26	32	24
2016-06-27	32	24
2016-06-28	32	24
2016-06-29	32	23
2016-06-30	32	23
2016-07-01	32	23
2016-07-02	32	23
2016-07-03	32	23
2016-07-04	31	23
2016-07-05	31	23
2016-07-06	31	23
2016-07-07	31	23
2016-07-08	31	23
2016-07-09	31	23
2016-07-10	31	23
2016-07-11	31	23
2016-07-12	31	23
2016-07-13	31	23
2016-07-14	31	23
2016-07-15	31	23
2016-07-16	31	23
2016-07-17	30	23
2016-07-18	30	23
2016-07-19	30	23
2016-07-20	30	23
2016-07-21	30	23
2016-07-22	30	23
2016-07-23	30	23
2016-07-24	30	23
2016-07-25	30	23
2016-07-26	30	23
2016-07-27	30	23
2016-07-28	30	23
2016-07-29	30	22
2016-07-30	30	22
2016-07-31	30	22
2016-08-01	30	22
2016-08-02	30	22
2016-08-03	30	22
2016-08-04	29	22
2016-08-05	29	22
2016-08-06	29	22
2016-08-07	29	22
2016-08-08	29	22
2016-08-09	29	22
2016-08-10	29	22
2016-08-11	29	22
2016-08-12	29	22
2016-08-13	29	22
2016-08-14	29	22
2016-08-15	29	22
2016-08-16	29	22
2016-08-17	29	22
2016-08-18	29	22
2016-08-19	29	22
2016-08-20	29	22
2016-08-21	29	22
2016-08-22	29	22
2016-08-23	30	22
2016-08-24	30	22
2016-08-25	30	22
2016-08-26	30	22
2016-08-27	30	22
2016-08-28	30	22
2016-08-29	30	22
2016-08-30	30	22
2016-08-31	30	22
2016-09-01	30	22
2016-09-02	30	22
2016-09-03	30	22
2016-09-04	30	22
2016-09-05	30	22
2016-09-06	30	22
2016-09-07	30	22
2016-09-08	30	22
2016-09-09	30	22
2016-09-10	30	22
2016-09-11	30	22
2016-09-12	31	22
2016-09-13	31	22
2016-09-14	31	22
2016-09-15	31	22
2016-09-16	31	22
2016-09-17	31	22
2016-09-18	31	22
2016-09-19	31	22
2016-09-20	31	22
2016-09-21	31	22
2016-09-22	31	22
2016-09-23	31	22
2016-09-24	31	22
2016-09-25	31	22
2016-09-26	31	22
2016-09-27	31	22
2016-09-28	31	22
2016-09-29	31	22
2016-09-30	31	22
2016-10-01	31	22
2016-10-02	31	22
2016-10-03	31	22
2016-10-04	31	22
2016-10-05	31	22
2016-10-06	31	22
2016-10-07	31	22
2016-10-08	31	22
2016-10-09	31	22
2016-10-10	31	22
2016-10-11	31	21
2016-10-12	31	21
2016-10-13	31	21
2016-10-14	31	21
2016-10-15	31	21
2016-10-16	31	21
2016-10-17	30	21
2016-10-18	30	21
2016-10-19	30	21
2016-10-20	30	21
2016-10-21	30	21
2016-10-22	30	21
2016-10-23	30	20
2016-10-24	30	20
2016-10-25	30	20
2016-10-26	30	20
2016-10-27	30	20
2016-10-28	30	20
2016-10-29	30	20
2016-10-30	30	20
2016-10-31	29	20
2016-11-01	29	19
2016-11-02	29	19
2016-11-03	29	19
2016-11-04	29	19
2016-11-05	29	19
2016-11-06	29	19
2016-11-07	29	19
2016-11-08	29	19
2016-11-09	29	18
2016-11-10	29	18
2016-11-11	29	18
2016-11-12	29	18
2016-11-13	28	18
2016-11-14	28	18
2016-11-15	28	18
2016-11-16	28	18
2016-11-17	28	17
2016-11-18	28	17
2016-11-19	28	17
2016-11-20	28	17
2016-11-21	28	17
2016-11-22	28	17
2016-11-23	28	17
2016-11-24	28	17
2016-11-25	28	17
2016-11-26	28	17
2016-11-27	28	17
2016-11-28	28	16
2016-11-29	28	16
2016-11-30	28	16
2016-12-01	28	16
2016-12-02	28	16
2016-12-03	28	16
2016-12-04	28	16
2016-12-05	28	16
2016-12-06	28	16
2016-12-07	28	16
2016-12-08	28	16
2016-12-09	28	16
2016-12-10	28	16
2016-12-11	28	16
2016-12-12	28	16
2016-12-13	28	15
2016-12-14	28	15
2016-12-15	28	15
2016-12-16	28	15
2016-12-17	28	15
2016-12-18	28	15
2016-12-19	28	15
2016-12-20	28	15
2016-12-21	28	15
2016-12-22	28	15
2016-12-23	28	15
2016-12-24	28	15
2016-12-25	28	15
2016-12-26	28	15
2016-12-27	28	15
2016-12-28	28	15
2016-12-29	28	15
2016-12-30	28	15
2016-12-31	28	15
