1e-05	25.0	0.572829131653
0.0001	25.0	0.575630252101
0.001	25.0	0.570028011204
0.01	25.0	0.56162464986
0.1	25.0	0.478991596639
1.0	25.0	0.439775910364
10.0	25.0	0.3081232493
1e-05	30.0	0.581232492997
0.0001	30.0	0.582633053221
0.001	30.0	0.558823529412
0.01	30.0	0.570028011204
0.1	30.0	0.49299719888
1.0	30.0	0.446778711485
10.0	30.0	0.3081232493
1e-05	35.0	0.582633053221
0.0001	35.0	0.579831932773
0.001	35.0	0.595238095238
0.01	35.0	0.574229691877
0.1	35.0	0.49299719888
1.0	35.0	0.446778711485
10.0	35.0	0.3081232493
1e-05	40.0	0.602240896359
0.0001	40.0	0.607843137255
0.001	40.0	0.591036414566
0.01	40.0	0.571428571429
0.1	40.0	0.494397759104
1.0	40.0	0.446778711485
10.0	40.0	0.3081232493
1e-05	45.0	0.588235294118
0.0001	45.0	0.575630252101
0.001	45.0	0.596638655462
0.01	45.0	0.584033613445
0.1	45.0	0.494397759104
1.0	45.0	0.439775910364
10.0	45.0	0.3081232493
1e-05	50.0	0.59943977591
0.0001	50.0	0.570028011204
0.001	50.0	0.584033613445
0.01	50.0	0.584033613445
0.1	50.0	0.495798319328
1.0	50.0	0.443977591036
10.0	50.0	0.3081232493
