47.0	1.0	8.0	28.0	16.0
5.0	1.0	8.0	28.0	16.0
5.0	1.0	20.0	28.0	16.0
47.0	1.0	8.0	28.0	16.0
47.0	1.0	0.0	28.0	16.0
5.0	1.0	8.0	28.0	16.0
5.0	1.0	4.0	28.0	16.0
5.0	1.0	0.0	28.0	16.0
5.0	1.0	0.0	28.0	16.0
40.0	1.0	21.0	29.0	16.0
40.0	1.0	17.0	29.0	16.0
32.0	1.0	5.0	29.0	16.0
47.0	1.0	1.0	29.0	16.0
47.0	1.0	1.0	29.0	16.0
47.0	1.0	9.0	29.0	16.0
5.0	1.0	9.0	29.0	16.0
42.0	1.0	17.0	29.0	16.0
47.0	1.0	1.0	29.0	16.0
5.0	1.0	1.0	29.0	16.0
32.0	1.0	6.0	29.0	16.0
32.0	1.0	18.0	29.0	16.0
32.0	1.0	10.0	29.0	16.0
32.0	1.0	10.0	29.0	16.0
32.0	1.0	14.0	29.0	16.0
32.0	1.0	10.0	29.0	16.0
32.0	1.0	6.0	29.0	16.0
42.0	1.0	14.0	29.0	16.0
22.0	1.0	18.0	29.0	16.0
32.0	1.0	10.0	29.0	16.0
47.0	1.0	2.0	29.0	16.0
47.0	1.0	2.0	29.0	16.0
47.0	1.0	2.0	29.0	16.0
47.0	1.0	14.0	29.0	16.0
5.0	1.0	2.0	29.0	16.0
47.0	1.0	11.0	30.0	17.0
47.0	1.0	3.0	30.0	17.0
5.0	1.0	3.0	30.0	17.0
5.0	1.0	3.0	30.0	17.0
32.0	1.0	16.0	30.0	17.0
5.0	1.0	20.0	30.0	17.0
27.0	1.0	8.0	30.0	17.0
32.0	1.0	8.0	30.0	17.0
47.0	1.0	4.0	30.0	17.0
42.0	1.0	4.0	30.0	17.0
5.0	2.0	4.0	31.0	18.0
5.0	2.0	4.0	31.0	18.0
32.0	2.0	17.0	31.0	18.0
5.0	2.0	1.0	32.0	18.0
5.0	2.0	1.0	32.0	18.0
5.0	2.0	21.0	31.0	18.0
22.0	2.0	21.0	32.0	18.0
47.0	2.0	5.0	31.0	18.0
5.0	2.0	5.0	32.0	18.0
5.0	2.0	1.0	32.0	18.0
5.0	2.0	1.0	32.0	18.0
32.0	2.0	5.0	32.0	18.0
32.0	2.0	5.0	31.0	18.0
5.0	2.0	5.0	32.0	18.0
5.0	2.0	1.0	32.0	19.0
27.0	2.0	9.0	32.0	19.0
32.0	2.0	18.0	32.0	19.0
5.0	2.0	2.0	33.0	19.0
5.0	2.0	22.0	32.0	19.0
22.0	2.0	22.0	33.0	19.0
22.0	2.0	10.0	32.0	19.0
32.0	2.0	14.0	33.0	19.0
32.0	2.0	6.0	32.0	19.0
42.0	2.0	6.0	32.0	19.0
47.0	2.0	6.0	32.0	19.0
5.0	2.0	2.0	33.0	19.0
5.0	2.0	7.0	33.0	20.0
5.0	2.0	7.0	33.0	20.0
5.0	2.0	3.0	33.0	20.0
32.0	2.0	20.0	34.0	20.0
47.0	2.0	8.0	33.0	20.0
32.0	2.0	8.0	33.0	20.0
32.0	2.0	24.0	34.0	20.0
5.0	2.0	4.0	34.0	20.0
5.0	2.0	4.0	34.0	20.0
5.0	2.0	28.0	33.0	20.0
31.0	2.0	20.0	34.0	20.0
42.0	3.0	8.0	34.0	21.0
5.0	3.0	4.0	34.0	21.0
5.0	3.0	8.0	34.0	21.0
5.0	3.0	8.0	34.0	21.0
32.0	3.0	21.0	34.0	21.0
32.0	3.0	17.0	35.0	21.0
5.0	3.0	5.0	35.0	21.0
32.0	3.0	9.0	35.0	21.0
32.0	3.0	13.0	35.0	21.0
47.0	3.0	9.0	35.0	21.0
5.0	3.0	25.0	35.0	21.0
5.0	3.0	5.0	35.0	21.0
32.0	3.0	2.0	36.0	22.0
32.0	3.0	2.0	36.0	22.0
32.0	3.0	22.0	36.0	22.0
32.0	3.0	18.0	36.0	22.0
32.0	3.0	22.0	35.0	22.0
5.0	3.0	6.0	36.0	22.0
5.0	3.0	6.0	36.0	22.0
5.0	3.0	6.0	36.0	22.0
32.0	3.0	10.0	36.0	22.0
32.0	3.0	18.0	36.0	22.0
47.0	3.0	10.0	35.0	22.0
47.0	3.0	12.0	36.0	23.0
5.0	3.0	8.0	37.0	23.0
5.0	3.0	8.0	37.0	23.0
5.0	3.0	8.0	37.0	23.0
5.0	3.0	8.0	37.0	23.0
5.0	3.0	8.0	37.0	23.0
32.0	3.0	20.0	37.0	23.0
32.0	3.0	4.0	37.0	23.0
5.0	4.0	8.0	38.0	24.0
5.0	4.0	8.0	38.0	24.0
5.0	4.0	9.0	38.0	24.0
5.0	4.0	9.0	38.0	24.0
5.0	4.0	9.0	38.0	24.0
32.0	4.0	17.0	38.0	25.0
47.0	4.0	13.0	38.0	25.0
5.0	4.0	9.0	38.0	25.0
5.0	4.0	10.0	39.0	25.0
5.0	4.0	10.0	39.0	25.0
5.0	4.0	10.0	39.0	25.0
47.0	4.0	14.0	38.0	25.0
5.0	4.0	30.0	38.0	25.0
5.0	4.0	2.0	39.0	26.0
47.0	4.0	16.0	39.0	27.0
5.0	4.0	32.0	39.0	27.0
22.0	5.0	37.0	40.0	27.0
5.0	5.0	33.0	40.0	27.0
42.0	5.0	9.0	40.0	27.0
5.0	5.0	34.0	39.0	27.0
5.0	5.0	42.0	39.0	27.0
5.0	5.0	35.0	38.0	26.0
5.0	5.0	16.0	38.0	26.0
5.0	6.0	10.0	34.0	24.0
47.0	8.0	37.0	30.0	22.0
