0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.0	16.1	90.0	36.0	4.2	0.0	8.6	2.2
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.0	25.0	79.0	58.0	11.7	0.0	0.6	3.0
30.5	23.5	85.5	65.5	7.85	2.0	7.95	3.0
30.6666666667	22.8333333333	86.0	58.6666666667	8.03333333333	0.666666666667	9.2	3.53333333333
30.25	22.75	83.0	58.0	4.45	0.0	3.4	3.25
30.0	22.25	86.0	83.0	6.15	11.8	2.6	2.7
28.25	21.4	91.0	67.0	7.5	13.6	1.25	1.9
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32.25	21.5	94.5	62.0	2.1	7.3	5.9	3.3
26.5	22.0	98.0	77.0	2.7	20.2	0.0	1.8
31.75	16.0	83.0	34.5	2.35	0.0	9.35	3.9
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29.5	19.6	89.0	55.0	3.55	0.0	5.1	3.35
29.0	15.1	77.0	53.0	3.7	0.0	7.5	3.7
28.0	17.1	91.0	44.5	0.45	0.0	4.1	3.15
28.5	11.6	80.0	31.5	1.55	0.0	9.2	3.35
30.0	16.1	91.0	49.0	1.9	0.0	5.1	3.2
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33.0	14.0333333333	78.6666666667	37.0	1.66666666667	0.0	10.0	3.63333333333
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
