relu	35	68.52	57.02	92.83	85.52
relu	45	74.82	58.33	95.16	84.21
relu	55	71.39	61.40	93.59	84.65
relu	65	66.70	53.94	93.10	83.77
relu	75	81.78	66.23	98.18	85.96
relu	85	80.72	62.28	98.68	85.96
relu	95	83.50	65.35	98.73	86.84
relu	105	82.49	64.91	99.19	87.28
relu	115	78.25	61.84	98.54	84.65
relu	125	80.72	60.08	98.84	85.96
